section	saleinit	datesold	title	cost	listpric	salepric
Operating Systems	BLT	07/13/98	Operating Systems Title  55	$16.07	$22.95	$22.95
Operating Systems	JMB	07/11/98	Operating Systems Title  56	$13.97	$19.95	$17.96
Operating Systems	MJM	07/03/98	Operating Systems Title  57	$25.17	$35.95	$35.95
Operating Systems	BLT	07/19/98	Operating Systems Title  58	$20.27	$28.95	$28.95
Operating Systems	MJM	07/06/98	Operating Systems Title  59	$30.07	$42.95	$42.95
Operating Systems	MJM	07/27/98	Operating Systems Title  60	$23.96	$29.95	$29.95
Operating Systems	MJM	07/15/98	Operating Systems Title  61	$23.07	$32.95	$32.95
Operating Systems	MJM	07/03/98	Operating Systems Title  62	$13.97	$19.95	$19.95
Operating Systems	MJM	07/09/98	Operating Systems Title  63	$20.97	$29.95	$29.95
Operating Systems	BLT	07/19/98	Operating Systems Title  64	$20.97	$29.95	$26.96
Operating Systems	MJM	07/09/98	Operating Systems Title  65	$25.17	$35.95	$35.95
Operating Systems	MJM	07/09/98	Operating Systems Title  66	$25.17	$35.95	$35.95
Operating Systems	BLT	07/12/98	Operating Systems Title  67	$20.97	$29.95	$29.95
Operating Systems	JMB	07/11/98	Operating Systems Title  68	$20.97	$29.95	$23.96
Operating Systems	BLT	07/16/98	Operating Systems Title  69	$20.97	$29.95	$29.95
Operating Systems	JMB	07/14/98	Operating Systems Title  70	$20.27	$28.95	$28.95
Operating Systems	MJM	07/27/98	Operating Systems Title  71	$30.07	$42.95	$42.95
Operating Systems	MJM	07/15/98	Operating Systems Title  72	$19.96	$24.95	$22.46
Operating Systems	MJM	07/18/98	Operating Systems Title  73	$27.97	$39.95	$39.95
Operating Systems	MJM	07/03/98	Operating Systems Title  74	$27.97	$39.95	$39.95
Operating Systems	JMB	07/17/98	Operating Systems Title  75	$27.97	$39.95	$39.95
Operating Systems	JMB	07/23/98	Operating Systems Title  76	$25.17	$35.95	$35.95
Operating Systems	MJM	07/21/98	Operating Systems Title  77	$25.17	$35.95	$35.95
Operating Systems	MJM	07/27/98	Operating Systems Title  78	$20.27	$28.95	$28.95
Operating Systems	JMB	07/23/98	Operating Systems Title  79	$17.47	$24.95	$24.95
Operating Systems	BLT	07/25/98	Operating Systems Title  80	$16.07	$22.95	$20.66
Operating Systems	BLT	07/19/98	Operating Systems Title  81	$20.27	$28.95	$28.95
Operating Systems	MJM	07/30/98	Operating Systems Title  82	$16.07	$22.95	$22.95
Operating Systems	MJM	07/30/98	Operating Systems Title  83	$23.07	$32.95	$32.95
Operating Systems	JMB	07/17/98	Operating Systems Title  84	$23.16	$28.95	$28.95
Operating Systems	JMB	07/23/98	Operating Systems Title  85	$23.07	$32.95	$26.36
Operating Systems	MJM	07/30/98	Operating Systems Title  86	$20.27	$28.95	$28.95
Operating Systems	MJM	07/21/98	Operating Systems Title  87	$30.07	$42.95	$42.95
Operating Systems	JMB	07/20/98	Operating Systems Title  88	$27.97	$39.95	$35.96
Operating Systems	JMB	07/29/98	Operating Systems Title  89	$20.27	$28.95	$28.95
Operating Systems	BLT	07/12/98	Operating Systems Title  90	$20.27	$28.95	$28.95
Operating Systems	BLT	07/19/98	Operating Systems Title  91	$17.47	$24.95	$24.95
Operating Systems	MJM	07/18/98	Operating Systems Title  92	$25.17	$35.95	$35.95
Operating Systems	BLT	07/13/98	Operating Systems Title  93	$16.07	$22.95	$22.95
Operating Systems	BLT	07/28/98	Operating Systems Title  94	$17.47	$24.95	$24.95
Operating Systems	JMB	07/26/98	Operating Systems Title  95	$20.27	$28.95	$28.95
Operating Systems	MJM	07/27/98	Operating Systems Title  96	$23.16	$28.95	$26.06
Operating Systems	BLT	07/19/98	Operating Systems Title  97	$20.97	$29.95	$29.95
Operating Systems	BLT	07/28/98	Operating Systems Title  98	$23.07	$32.95	$32.95
Operating Systems	JMB	07/02/98	Operating Systems Title  99	$20.97	$29.95	$29.95
Operating Systems	MJM	07/03/98	Operating Systems Title 100	$16.07	$22.95	$22.95
Operating Systems	BLT	07/10/98	Operating Systems Title 101	$16.07	$22.95	$22.95
Operating Systems	JMB	07/23/98	Operating Systems Title 102	$23.07	$32.95	$26.36
Operating Systems	MJM	07/06/98	Operating Systems Title 103	$20.97	$29.95	$29.95
Operating Systems	JMB	07/29/98	Operating Systems Title 104	$20.27	$28.95	$26.06
Operating Systems	BLT	07/24/98	Operating Systems Title 105	$20.27	$28.95	$28.95
Operating Systems	JMB	07/14/98	Operating Systems Title 106	$20.97	$29.95	$29.95
Operating Systems	BLT	07/19/98	Operating Systems Title 107	$17.47	$24.95	$24.95
Operating Systems	BLT	07/12/98	Operating Systems Title 108	$23.96	$29.95	$29.95
Operating Systems	BLT	07/07/98	Operating Systems Title 109	$20.97	$29.95	$29.95
Operating Systems	JMB	07/23/98	Operating Systems Title 110	$23.07	$32.95	$32.95
Operating Systems	MJM	07/27/98	Operating Systems Title 111	$27.97	$39.95	$39.95
Operating Systems	JMB	07/05/98	Operating Systems Title 112	$20.27	$28.95	$26.06
Operating Systems	MJM	07/09/98	Operating Systems Title 113	$25.17	$35.95	$35.95
Operating Systems	JMB	07/20/98	Operating Systems Title 114	$20.97	$29.95	$29.95
Operating Systems	BLT	07/22/98	Operating Systems Title 115	$20.97	$29.95	$29.95
Operating Systems	MJM	07/09/98	Operating Systems Title 116	$25.17	$35.95	$35.95
Operating Systems	BLT	07/25/98	Operating Systems Title 117	$20.97	$29.95	$29.95
Operating Systems	BLT	07/31/98	Operating Systems Title 118	$20.97	$29.95	$29.95
Operating Systems	JMB	07/20/98	Operating Systems Title 119	$23.07	$32.95	$26.36
Operating Systems	JMB	07/20/98	Operating Systems Title 120	$34.36	$42.95	$38.66
Operating Systems	JMB	07/17/98	Operating Systems Title 121	$17.47	$24.95	$24.95
Operating Systems	JMB	07/17/98	Operating Systems Title 122	$13.97	$19.95	$19.95
Operating Systems	BLT	07/04/98	Operating Systems Title 123	$20.97	$29.95	$29.95
Operating Systems	JMB	07/23/98	Operating Systems Title 124	$20.27	$28.95	$28.95
Operating Systems	JMB	07/17/98	Operating Systems Title 125	$20.27	$28.95	$28.95
Operating Systems	BLT	07/13/98	Operating Systems Title 126	$13.97	$19.95	$19.95
Operating Systems	JMB	07/23/98	Operating Systems Title 127	$27.97	$39.95	$39.95
Operating Systems	BLT	07/25/98	Operating Systems Title 128	$20.97	$29.95	$26.96
Operating Systems	BLT	07/07/98	Operating Systems Title 129	$20.97	$29.95	$29.95
Operating Systems	BLT	07/10/98	Operating Systems Title 130	$17.47	$24.95	$24.95
Operating Systems	MJM	07/03/98	Operating Systems Title 131	$20.97	$29.95	$29.95
Operating Systems	BLT	07/31/98	Operating Systems Title 132	$19.96	$24.95	$24.95
Operating Systems	MJM	07/03/98	Operating Systems Title 133	$30.07	$42.95	$42.95
Operating Systems	MJM	07/27/98	Operating Systems Title 134	$23.07	$32.95	$32.95
Operating Systems	BLT	07/04/98	Operating Systems Title 135	$27.97	$39.95	$39.95
Operating Systems	JMB	07/17/98	Operating Systems Title 136	$20.97	$29.95	$26.96
Operating Systems	JMB	07/29/98	Operating Systems Title 137	$27.97	$39.95	$39.95
Operating Systems	BLT	07/07/98	Operating Systems Title 138	$20.27	$28.95	$28.95
Operating Systems	JMB	07/17/98	Operating Systems Title 139	$20.97	$29.95	$29.95
Operating Systems	JMB	07/14/98	Operating Systems Title 140	$20.97	$29.95	$29.95
Operating Systems	JMB	07/02/98	Operating Systems Title 141	$17.47	$24.95	$24.95
Operating Systems	JMB	07/29/98	Operating Systems Title 142	$20.27	$28.95	$28.95
Operating Systems	MJM	07/03/98	Operating Systems Title 143	$20.97	$29.95	$29.95
Operating Systems	BLT	07/28/98	Operating Systems Title 144	$28.76	$35.95	$32.36
Operating Systems	BLT	07/16/98	Operating Systems Title 145	$30.07	$42.95	$42.95
Operating Systems	BLT	07/10/98	Operating Systems Title 146	$20.27	$28.95	$28.95
Operating Systems	BLT	07/07/98	Operating Systems Title 147	$20.27	$28.95	$28.95
Operating Systems	BLT	07/12/98	Operating Systems Title 148	$20.27	$28.95	$28.95
Operating Systems	JMB	07/26/98	Operating Systems Title 149	$17.47	$24.95	$24.95
Programming Languages	JMB	07/29/98	Programming Languages Title   1	$16.07	$22.95	$22.95
Programming Languages	JMB	07/02/98	Programming Languages Title   2	$20.27	$28.95	$28.95
Programming Languages	BLT	07/19/98	Programming Languages Title   3	$13.27	$18.95	$18.95
Programming Languages	JMB	07/05/98	Programming Languages Title   4	$20.27	$28.95	$28.95
Programming Languages	JMB	07/29/98	Programming Languages Title   5	$20.97	$29.95	$29.95
Programming Languages	BLT	07/12/98	Programming Languages Title   6	$23.07	$32.95	$32.95
Programming Languages	BLT	07/04/98	Programming Languages Title   7	$20.27	$28.95	$28.95
Programming Languages	MJM	07/03/98	Programming Languages Title   8	$20.97	$29.95	$26.96
Programming Languages	MJM	07/18/98	Programming Languages Title   9	$27.97	$39.95	$39.95
Programming Languages	BLT	07/28/98	Programming Languages Title  10	$20.97	$29.95	$29.95
Programming Languages	BLT	07/04/98	Programming Languages Title  11	$13.97	$19.95	$19.95
Programming Languages	BLT	07/22/98	Programming Languages Title  12	$26.36	$32.95	$32.95
Programming Languages	MJM	07/18/98	Programming Languages Title  13	$25.17	$35.95	$35.95
Programming Languages	JMB	07/26/98	Programming Languages Title  14	$20.27	$28.95	$28.95
Programming Languages	MJM	07/18/98	Programming Languages Title  15	$20.27	$28.95	$28.95
Programming Languages	JMB	07/11/98	Programming Languages Title  16	$27.97	$39.95	$35.96
Programming Languages	MJM	07/15/98	Programming Languages Title  17	$17.47	$24.95	$19.96
Programming Languages	MJM	07/18/98	Programming Languages Title  18	$25.17	$35.95	$35.95
Programming Languages	MJM	07/06/98	Programming Languages Title  19	$27.97	$39.95	$39.95
Programming Languages	MJM	07/27/98	Programming Languages Title  20	$23.07	$32.95	$32.95
Programming Languages	BLT	07/16/98	Programming Languages Title  21	$17.47	$24.95	$24.95
Programming Languages	BLT	07/07/98	Programming Languages Title  22	$20.97	$29.95	$29.95
Programming Languages	BLT	07/25/98	Programming Languages Title  23	$11.17	$15.95	$15.95
Programming Languages	JMB	07/11/98	Programming Languages Title  24	$26.36	$32.95	$29.66
Programming Languages	JMB	07/29/98	Programming Languages Title  25	$20.97	$29.95	$29.95
Programming Languages	JMB	07/14/98	Programming Languages Title  26	$23.07	$32.95	$32.95
Programming Languages	MJM	07/18/98	Programming Languages Title  27	$20.97	$29.95	$29.95
Programming Languages	BLT	07/25/98	Programming Languages Title  28	$20.97	$29.95	$29.95
Programming Languages	JMB	07/02/98	Programming Languages Title  29	$16.07	$22.95	$22.95
Programming Languages	MJM	07/27/98	Programming Languages Title  30	$20.97	$29.95	$29.95
Programming Languages	MJM	07/06/98	Programming Languages Title  31	$13.27	$18.95	$18.95
Programming Languages	JMB	07/20/98	Programming Languages Title  32	$20.97	$29.95	$26.96
Programming Languages	BLT	07/28/98	Programming Languages Title  33	$27.97	$39.95	$39.95
Programming Languages	BLT	07/19/98	Programming Languages Title  34	$27.97	$39.95	$31.96
Programming Languages	JMB	07/14/98	Programming Languages Title  35	$20.27	$28.95	$28.95
Programming Languages	MJM	07/18/98	Programming Languages Title  36	$28.76	$35.95	$35.95
Programming Languages	MJM	07/06/98	Programming Languages Title  37	$16.07	$22.95	$22.95
Programming Languages	JMB	07/02/98	Programming Languages Title  38	$20.27	$28.95	$28.95
Programming Languages	MJM	07/27/98	Programming Languages Title  39	$20.97	$29.95	$29.95
Programming Languages	JMB	07/08/98	Programming Languages Title  40	$13.97	$19.95	$17.96
Programming Languages	BLT	07/19/98	Programming Languages Title  41	$16.07	$22.95	$22.95
Programming Languages	MJM	07/03/98	Programming Languages Title  42	$23.07	$32.95	$32.95
Programming Languages	JMB	07/14/98	Programming Languages Title  43	$17.47	$24.95	$24.95
Programming Languages	MJM	07/03/98	Programming Languages Title  44	$25.17	$35.95	$35.95
Programming Languages	JMB	07/02/98	Programming Languages Title  45	$23.07	$32.95	$32.95
Programming Languages	MJM	07/21/98	Programming Languages Title  46	$17.47	$24.95	$24.95
Programming Languages	MJM	07/09/98	Programming Languages Title  47	$23.07	$32.95	$32.95
Programming Languages	BLT	07/10/98	Programming Languages Title  48	$18.36	$22.95	$20.66
Programming Languages	MJM	07/27/98	Programming Languages Title  49	$23.07	$32.95	$32.95
Programming Languages	JMB	07/29/98	Programming Languages Title  50	$13.97	$19.95	$19.95
Programming Languages	MJM	07/15/98	Programming Languages Title  51	$17.47	$24.95	$19.96
Programming Languages	MJM	07/15/98	Programming Languages Title  52	$20.27	$28.95	$28.95
Programming Languages	BLT	07/12/98	Programming Languages Title  53	$29.37	$41.95	$41.95
Programming Languages	BLT	07/10/98	Programming Languages Title  54	$25.17	$35.95	$35.95
Programming Languages	JMB	07/05/98	Programming Languages Title  55	$25.17	$35.95	$35.95
Programming Languages	MJM	07/18/98	Programming Languages Title  56	$20.97	$29.95	$26.96
Programming Languages	BLT	07/28/98	Programming Languages Title  57	$25.17	$35.95	$35.95
Programming Languages	BLT	07/12/98	Programming Languages Title  58	$17.47	$24.95	$24.95
Programming Languages	MJM	07/15/98	Programming Languages Title  59	$27.97	$39.95	$39.95
Programming Languages	JMB	07/08/98	Programming Languages Title  60	$31.96	$39.95	$39.95
Programming Languages	BLT	07/16/98	Programming Languages Title  61	$17.47	$24.95	$24.95
Programming Languages	BLT	07/22/98	Programming Languages Title  62	$25.17	$35.95	$35.95
Programming Languages	BLT	07/28/98	Programming Languages Title  63	$17.47	$24.95	$24.95
Programming Languages	BLT	07/13/98	Programming Languages Title  64	$25.17	$35.95	$32.36
Programming Languages	JMB	07/20/98	Programming Languages Title  65	$20.97	$29.95	$29.95
Programming Languages	BLT	07/12/98	Programming Languages Title  66	$20.97	$29.95	$29.95
Programming Languages	BLT	07/04/98	Programming Languages Title  67	$20.27	$28.95	$28.95
Programming Languages	MJM	07/30/98	Programming Languages Title  68	$23.07	$32.95	$26.36
Programming Languages	BLT	07/04/98	Programming Languages Title  69	$20.27	$28.95	$28.95
Programming Languages	BLT	07/16/98	Programming Languages Title  70	$23.07	$32.95	$32.95
Programming Languages	JMB	07/11/98	Programming Languages Title  71	$25.17	$35.95	$35.95
Programming Languages	JMB	07/11/98	Programming Languages Title  72	$19.96	$24.95	$22.46
Web Design	MJM	07/18/98	Web Design Title   1	$16.07	$22.95	$22.95
Web Design	JMB	07/14/98	Web Design Title   2	$20.27	$28.95	$28.95
Web Design	BLT	07/28/98	Web Design Title   3	$16.07	$22.95	$22.95
Web Design	BLT	07/04/98	Web Design Title   4	$23.07	$32.95	$32.95
Web Design	JMB	07/02/98	Web Design Title   5	$13.97	$19.95	$19.95
Web Design	MJM	07/09/98	Web Design Title   6	$20.97	$29.95	$29.95
Web Design	MJM	07/06/98	Web Design Title   7	$23.07	$32.95	$32.95
Web Design	JMB	07/26/98	Web Design Title   8	$20.27	$28.95	$26.06
Web Design	BLT	07/07/98	Web Design Title   9	$25.17	$35.95	$35.95
Web Design	MJM	07/03/98	Web Design Title  10	$20.27	$28.95	$28.95
Web Design	MJM	07/03/98	Web Design Title  11	$25.17	$35.95	$35.95
Web Design	MJM	07/09/98	Web Design Title  12	$28.76	$35.95	$35.95
Web Design	MJM	07/18/98	Web Design Title  13	$17.47	$24.95	$24.95
Web Design	BLT	07/16/98	Web Design Title  14	$20.27	$28.95	$28.95
Web Design	MJM	07/21/98	Web Design Title  15	$13.97	$19.95	$19.95
Web Design	JMB	07/11/98	Web Design Title  16	$20.27	$28.95	$26.06
Web Design	BLT	07/04/98	Web Design Title  17	$20.27	$28.95	$23.16
Web Design	JMB	07/20/98	Web Design Title  18	$30.07	$42.95	$42.95
Web Design	JMB	07/29/98	Web Design Title  19	$23.07	$32.95	$32.95
Web Design	JMB	07/02/98	Web Design Title  20	$25.17	$35.95	$35.95
Web Design	BLT	07/24/98	Web Design Title  21	$16.07	$22.95	$22.95
Web Design	MJM	07/21/98	Web Design Title  22	$23.07	$32.95	$32.95
Web Design	JMB	07/23/98	Web Design Title  23	$17.47	$24.95	$24.95
Web Design	MJM	07/09/98	Web Design Title  24	$19.96	$24.95	$22.46
Web Design	BLT	07/13/98	Web Design Title  25	$23.07	$32.95	$32.95
Web Design	JMB	07/17/98	Web Design Title  26	$16.07	$22.95	$22.95
Web Design	MJM	07/27/98	Web Design Title  27	$25.17	$35.95	$35.95
Web Design	MJM	07/15/98	Web Design Title  28	$16.07	$22.95	$22.95
Web Design	BLT	07/22/98	Web Design Title  29	$20.27	$28.95	$28.95
Web Design	BLT	07/19/98	Web Design Title  30	$27.97	$39.95	$39.95
Web Design	BLT	07/24/98	Web Design Title  31	$20.97	$29.95	$29.95
Web Design	BLT	07/31/98	Web Design Title  32	$23.07	$32.95	$29.66
Web Design	MJM	07/21/98	Web Design Title  33	$20.97	$29.95	$29.95
Web Design	BLT	07/04/98	Web Design Title  34	$23.07	$32.95	$26.36
Web Design	MJM	07/03/98	Web Design Title  35	$23.07	$32.95	$32.95
Web Design	MJM	07/18/98	Web Design Title  36	$26.36	$32.95	$32.95
Web Design	MJM	07/27/98	Web Design Title  37	$16.07	$22.95	$22.95
Web Design	JMB	07/17/98	Web Design Title  38	$17.47	$24.95	$24.95
Web Design	JMB	07/11/98	Web Design Title  39	$27.97	$39.95	$39.95
Web Design	MJM	07/09/98	Web Design Title  40	$23.07	$32.95	$29.66
Web Design	JMB	07/29/98	Web Design Title  41	$27.97	$39.95	$39.95
Web Design	BLT	07/22/98	Web Design Title  42	$20.27	$28.95	$28.95
Web Design	MJM	07/06/98	Web Design Title  43	$23.07	$32.95	$32.95
Web Design	BLT	07/04/98	Web Design Title  44	$25.17	$35.95	$35.95
Web Design	MJM	07/06/98	Web Design Title  45	$30.07	$42.95	$42.95
Web Design	JMB	07/20/98	Web Design Title  46	$27.97	$39.95	$39.95
Web Design	JMB	07/11/98	Web Design Title  47	$20.97	$29.95	$29.95
Web Design	BLT	07/28/98	Web Design Title  48	$26.36	$32.95	$29.66
Web Design	JMB	07/08/98	Web Design Title  49	$17.47	$24.95	$24.95
Web Design	JMB	07/29/98	Web Design Title  50	$27.97	$39.95	$39.95
Web Design	JMB	07/20/98	Web Design Title  51	$20.97	$29.95	$23.96
Web Design	BLT	07/22/98	Web Design Title  52	$27.97	$39.95	$39.95
Web Design	MJM	07/09/98	Web Design Title  53	$23.07	$32.95	$32.95
Web Design	JMB	07/05/98	Web Design Title  54	$20.27	$28.95	$28.95
Web Design	BLT	07/16/98	Web Design Title  55	$25.17	$35.95	$35.95
Web Design	MJM	07/15/98	Web Design Title  56	$16.07	$22.95	$20.66
Web Design	BLT	07/13/98	Web Design Title  57	$20.97	$29.95	$29.95
Web Design	BLT	07/22/98	Web Design Title  58	$20.97	$29.95	$29.95
Web Design	MJM	07/21/98	Web Design Title  59	$20.27	$28.95	$28.95
Web Design	BLT	07/24/98	Web Design Title  60	$23.96	$29.95	$29.95
Web Design	BLT	07/24/98	Web Design Title  61	$20.97	$29.95	$29.95
Web Design	BLT	07/19/98	Web Design Title  62	$20.27	$28.95	$28.95
Web Design	JMB	07/26/98	Web Design Title  63	$20.27	$28.95	$28.95
Web Design	JMB	07/23/98	Web Design Title  64	$27.97	$39.95	$35.96
Web Design	MJM	07/18/98	Web Design Title  65	$23.07	$32.95	$32.95
Web Design	BLT	07/07/98	Web Design Title  66	$20.97	$29.95	$29.95
Web Design	BLT	07/24/98	Web Design Title  67	$20.27	$28.95	$28.95
Web Design	MJM	07/15/98	Web Design Title  68	$23.07	$32.95	$26.36
Web Design	BLT	07/24/98	Web Design Title  69	$20.97	$29.95	$29.95
Web Design	MJM	07/27/98	Web Design Title  70	$20.97	$29.95	$29.95
Web Design	BLT	07/24/98	Web Design Title  71	$20.97	$29.95	$29.95
Web Design	MJM	07/27/98	Web Design Title  72	$34.36	$42.95	$38.66
Web Design	BLT	07/04/98	Web Design Title  73	$25.17	$35.95	$35.95
Web Design	JMB	07/14/98	Web Design Title  74	$16.07	$22.95	$22.95
Web Design	MJM	07/15/98	Web Design Title  75	$27.97	$39.95	$39.95
Web Design	BLT	07/10/98	Web Design Title  76	$20.27	$28.95	$28.95
Web Design	MJM	07/06/98	Web Design Title  77	$25.17	$35.95	$35.95
Web Design	BLT	07/07/98	Web Design Title  78	$20.27	$28.95	$28.95
Web Design	JMB	07/23/98	Web Design Title  79	$17.47	$24.95	$24.95
Web Design	JMB	07/29/98	Web Design Title  80	$25.17	$35.95	$32.36
Web Design	BLT	07/19/98	Web Design Title  81	$25.17	$35.95	$35.95
Web Design	BLT	07/12/98	Web Design Title  82	$20.27	$28.95	$28.95
Web Design	BLT	07/25/98	Web Design Title  83	$27.97	$39.95	$39.95
Web Design	JMB	07/17/98	Web Design Title  84	$28.76	$35.95	$35.95
Web Design	BLT	07/25/98	Web Design Title  85	$17.47	$24.95	$19.96
Web Design	BLT	07/07/98	Web Design Title  86	$13.27	$18.95	$18.95
Web Design	BLT	07/25/98	Web Design Title  87	$16.07	$22.95	$22.95
Web Design	JMB	07/29/98	Web Design Title  88	$23.07	$32.95	$29.66
Web Design	JMB	07/23/98	Web Design Title  89	$20.27	$28.95	$28.95
Web Design	MJM	07/09/98	Web Design Title  90	$20.27	$28.95	$28.95
Web Design	BLT	07/12/98	Web Design Title  91	$25.17	$35.95	$35.95
Web Design	JMB	07/11/98	Web Design Title  92	$23.07	$32.95	$32.95
Web Design	JMB	07/08/98	Web Design Title  93	$23.07	$32.95	$32.95
Web Design	JMB	07/29/98	Web Design Title  94	$23.07	$32.95	$32.95
Web Design	MJM	07/15/98	Web Design Title  95	$20.27	$28.95	$28.95
Web Design	JMB	07/20/98	Web Design Title  96	$31.96	$39.95	$35.96
Web Design	MJM	07/27/98	Web Design Title  97	$20.97	$29.95	$29.95
Web Design	JMB	07/11/98	Web Design Title  98	$20.97	$29.95	$29.95
Web Design	BLT	07/22/98	Web Design Title  99	$17.47	$24.95	$24.95
Web Design	MJM	07/30/98	Web Design Title 100	$23.07	$32.95	$32.95
Web Design	BLT	07/28/98	Web Design Title 101	$23.07	$32.95	$32.95
Web Design	MJM	07/27/98	Web Design Title 102	$13.97	$19.95	$15.96
Web Design	BLT	07/24/98	Web Design Title 103	$16.07	$22.95	$22.95
Web Design	JMB	07/20/98	Web Design Title 104	$27.97	$39.95	$35.96
Web Design	JMB	07/29/98	Web Design Title 105	$23.07	$32.95	$32.95
Web Design	BLT	07/24/98	Web Design Title 106	$17.47	$24.95	$24.95
Web Design	JMB	07/17/98	Web Design Title 107	$13.97	$19.95	$19.95
Web Design	BLT	07/16/98	Web Design Title 108	$26.36	$32.95	$32.95
Web Design	MJM	07/15/98	Web Design Title 109	$20.97	$29.95	$29.95
Web Design	JMB	07/08/98	Web Design Title 110	$25.17	$35.95	$35.95
Web Design	BLT	07/16/98	Web Design Title 111	$13.97	$19.95	$19.95
Web Design	JMB	07/02/98	Web Design Title 112	$25.17	$35.95	$32.36
Web Design	MJM	07/18/98	Web Design Title 113	$16.07	$22.95	$22.95
Web Design	BLT	07/12/98	Web Design Title 114	$25.17	$35.95	$35.95
Web Design	MJM	07/30/98	Web Design Title 115	$23.07	$32.95	$32.95
Web Design	BLT	07/22/98	Web Design Title 116	$20.27	$28.95	$28.95
Web Design	BLT	07/07/98	Web Design Title 117	$30.07	$42.95	$42.95
Web Design	JMB	07/14/98	Web Design Title 118	$17.47	$24.95	$24.95
Web Design	JMB	07/14/98	Web Design Title 119	$20.97	$29.95	$23.96
Web Design	JMB	07/08/98	Web Design Title 120	$28.76	$35.95	$32.36
Web Design	JMB	07/26/98	Web Design Title 121	$20.27	$28.95	$28.95
Web Design	MJM	07/18/98	Web Design Title 122	$20.27	$28.95	$28.95
Web Design	BLT	07/07/98	Web Design Title 123	$17.47	$24.95	$24.95
Web Design	BLT	07/19/98	Web Design Title 124	$23.07	$32.95	$32.95
Web Design	BLT	07/28/98	Web Design Title 125	$17.47	$24.95	$24.95
Web Design	BLT	07/25/98	Web Design Title 126	$20.27	$28.95	$28.95
Web Design	JMB	07/08/98	Web Design Title 127	$27.97	$39.95	$39.95
Web Design	BLT	07/25/98	Web Design Title 128	$20.97	$29.95	$26.96
Web Design	MJM	07/15/98	Web Design Title 129	$13.97	$19.95	$19.95
Web Design	JMB	07/26/98	Web Design Title 130	$20.27	$28.95	$28.95
Web Design	MJM	07/06/98	Web Design Title 131	$23.07	$32.95	$32.95
Web Design	JMB	07/26/98	Web Design Title 132	$26.36	$32.95	$32.95
Web Design	JMB	07/11/98	Web Design Title 133	$17.47	$24.95	$24.95
Web Design	MJM	07/09/98	Web Design Title 134	$20.97	$29.95	$29.95
Web Design	JMB	07/02/98	Web Design Title 135	$25.17	$35.95	$35.95
Web Design	BLT	07/12/98	Web Design Title 136	$20.27	$28.95	$26.06
Web Design	MJM	07/15/98	Web Design Title 137	$20.97	$29.95	$29.95
Web Design	JMB	07/08/98	Web Design Title 138	$20.97	$29.95	$29.95
Web Design	MJM	07/21/98	Web Design Title 139	$16.07	$22.95	$22.95
Web Design	JMB	07/23/98	Web Design Title 140	$27.97	$39.95	$39.95
Internet	BLT	08/01/98	Internet Title   1	$13.97	$19.95	$19.95
Internet	BLT	08/24/98	Internet Title   2	$20.97	$29.95	$29.95
Internet	JMB	08/29/98	Internet Title   3	$27.97	$39.95	$39.95
Internet	BLT	08/19/98	Internet Title   4	$20.27	$28.95	$28.95
Internet	JMB	08/17/98	Internet Title   5	$20.97	$29.95	$29.95
Internet	BLT	08/28/98	Internet Title   6	$20.97	$29.95	$29.95
Internet	BLT	08/10/98	Internet Title   7	$20.27	$28.95	$28.95
Internet	MJM	08/03/98	Internet Title   8	$25.17	$35.95	$32.36
Internet	JMB	08/26/98	Internet Title   9	$13.97	$19.95	$19.95
Internet	JMB	08/17/98	Internet Title  10	$23.07	$32.95	$32.95
Internet	BLT	08/22/98	Internet Title  11	$17.47	$24.95	$24.95
Internet	MJM	08/30/98	Internet Title  12	$26.36	$32.95	$32.95
Internet	BLT	08/07/98	Internet Title  13	$23.07	$32.95	$32.95
Internet	JMB	08/11/98	Internet Title  14	$16.07	$22.95	$22.95
Internet	MJM	08/09/98	Internet Title  15	$25.17	$35.95	$35.95
Internet	MJM	08/18/98	Internet Title  16	$20.97	$29.95	$26.96
Internet	BLT	08/07/98	Internet Title  17	$27.97	$39.95	$31.96
Internet	JMB	08/14/98	Internet Title  18	$30.07	$42.95	$42.95
Internet	JMB	08/11/98	Internet Title  19	$23.07	$32.95	$32.95
Internet	BLT	08/28/98	Internet Title  20	$25.17	$35.95	$35.95
Internet	BLT	08/13/98	Internet Title  21	$25.17	$35.95	$35.95
Internet	MJM	08/18/98	Internet Title  22	$20.27	$28.95	$28.95
Internet	BLT	08/19/98	Internet Title  23	$20.27	$28.95	$28.95
Internet	BLT	08/01/98	Internet Title  24	$15.96	$19.95	$17.96
Internet	MJM	08/15/98	Internet Title  25	$25.17	$35.95	$35.95
Internet	JMB	08/17/98	Internet Title  26	$16.07	$22.95	$22.95
Internet	JMB	08/29/98	Internet Title  27	$20.27	$28.95	$28.95
Internet	JMB	08/17/98	Internet Title  28	$20.27	$28.95	$28.95
Internet	BLT	08/04/98	Internet Title  29	$20.27	$28.95	$28.95
Internet	BLT	08/25/98	Internet Title  30	$16.07	$22.95	$22.95
Internet	JMB	08/17/98	Internet Title  31	$20.97	$29.95	$29.95
Internet	BLT	08/19/98	Internet Title  32	$20.97	$29.95	$26.96
Internet	MJM	08/15/98	Internet Title  33	$20.97	$29.95	$29.95
Internet	BLT	08/04/98	Internet Title  34	$23.07	$32.95	$26.36
Internet	BLT	08/10/98	Internet Title  35	$20.27	$28.95	$28.95
Internet	JMB	08/02/98	Internet Title  36	$19.96	$24.95	$24.95
